Top pages,Clicks,Impressions,CTR,Position
https://www.indiascholarships.in/scholarships/e-grantz-kerala-scstoecobc-support/documents-required,13,825,1.58%,6.29
https://www.indiascholarships.in/scholarships/arunachal-pradesh-state-merit-scholarship,13,643,2.02%,6.62
https://www.indiascholarships.in/scholarships/vidyadhan-ladakh-scholarship-program,12,4431,0.27%,6.55
https://www.indiascholarships.in/scholarships/sikshashree-scholarship-scheme-west-bengal/selection-process,12,2495,0.48%,4.87
https://www.indiascholarships.in/scholarships/mukhyamantri-jan-kalyan-shiksha-protsahan-yojana,12,1671,0.72%,4.66
https://www.indiascholarships.in/scholarships/chief-minister-higher-education-scholarship-rajasthan/last-date,12,1609,0.75%,5.73
https://www.indiascholarships.in/scholarships-for/dnt,12,1387,0.87%,6.43
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-st-students,12,1180,1.02%,4.38
https://www.indiascholarships.in/scholarships/jagananna-vasathi-deevena,12,836,1.44%,4.11
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-bcebc/documents-required,12,624,1.92%,5.01
https://www.indiascholarships.in/scholarships/punjab-post-matric-scholarship-for-sc-students/apply-online,12,539,2.23%,5.01
https://www.indiascholarships.in/scholarships/dorjee-khandu-merit-scholarship,12,320,3.75%,6.68
https://www.indiascholarships.in/scholarships/mp-pratibha-kiran-yojana/apply-online,11,1311,0.84%,6.82
https://www.indiascholarships.in/scholarships-level/class-5-10,11,877,1.25%,8.59
https://www.indiascholarships.in/scholarships/mukhyamantri-yuva-swavalamban-yojana-mysy/last-date,11,753,1.46%,5.42
https://www.indiascholarships.in/scholarships/prime-ministers-research-fellowship-pmrf/eligibility,11,662,1.66%,4.7
https://www.indiascholarships.in/scholarships/mp-pratibha-kiran-yojana/last-date,11,604,1.82%,4.45
https://www.indiascholarships.in/scholarships/mukhyamantri-kanya-utthan-yojana-graduation/apply-online,11,405,2.72%,5.96
https://www.indiascholarships.in/scholarships/tamil-nadu-pre-matric-scholarship-for-bcmbc-minorities,11,373,2.95%,6.69
https://www.indiascholarships.in/scholarships/sikshashree-scholarship-scheme-west-bengal/last-date,11,358,3.07%,5.51
https://www.indiascholarships.in/scholarships/atul-maheshwari-scholarship/last-date,11,309,3.56%,5.17
https://www.indiascholarships.in/scholarships-for/parsi,11,222,4.95%,4.96
https://www.indiascholarships.in/scholarships-by-income,10,16651,0.06%,1.89
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-st,10,2260,0.44%,6.04
https://www.indiascholarships.in/scholarships/sbi-platinum-jubilee-asha-scholarship/eligibility,10,1729,0.58%,8.06
https://www.indiascholarships.in/scholarships/pre-matric-scholarship-for-students-with-disabilities,10,1665,0.6%,6.65
https://www.indiascholarships.in/scholarships/gujarat-post-matric-scholarship-for-minorities,10,1198,0.83%,6.28
https://www.indiascholarships.in/scholarships/kotak-kanya-scholarship/last-date,10,1082,0.92%,5.82
https://www.indiascholarships.in/scholarships/mukhyamantri-yuva-swavalamban-yojana-mysy/renewal-process,10,940,1.06%,7.58
https://www.indiascholarships.in/scholarships/e-grantz-kerala-scstoecobc-support/renewal-process,10,770,1.3%,6.16
https://www.indiascholarships.in/scholarships/pragyan-bharati-scheme,10,687,1.46%,6.44
https://www.indiascholarships.in/scholarships/talliki-vandanam-scheme-ap/last-date,10,675,1.48%,7.23
https://www.indiascholarships.in/scholarships/irdp-scholarship/apply-online,10,385,2.6%,4.39
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-obc-students/last-date,10,377,2.65%,4.36
https://www.indiascholarships.in/scholarships/kotak-kanya-scholarship/apply-online,10,359,2.79%,5.42
https://www.indiascholarships.in/scholarships/dr-hargobind-khurana-scholarship-scheme/apply-online,10,136,7.35%,3.87
https://www.indiascholarships.in/scholarships/ishan-uday-special-scholarship-for-north-eastern-region/apply-online,9,2156,0.42%,8.74
https://www.indiascholarships.in/scholarships/bharti-airtel-scholarship-program/last-date,9,1922,0.47%,6.64
https://www.indiascholarships.in/scholarships-in/manipur,9,1284,0.7%,10.1
https://www.indiascholarships.in/scholarships-in/uttarakhand,9,1200,0.75%,7.73
https://www.indiascholarships.in/scholarships/jagananna-vasathi-deevena-ap,9,971,0.93%,4.98
https://www.indiascholarships.in/scholarships/pre-matric-post-matric-scholarships-ssp/last-date,9,967,0.93%,7.4
https://www.indiascholarships.in/scholarships/national-means-cum-merit-scholarship/apply-online,9,907,0.99%,8.59
https://www.indiascholarships.in/scholarships/pre-matric-pwdudid-karnataka,9,884,1.02%,4.76
https://www.indiascholarships.in/scholarships-level/graduate,9,671,1.34%,15.2
https://www.indiascholarships.in/scholarships/kerala-kscste-prathibha-scholarship,9,567,1.59%,6.81
https://www.indiascholarships.in/scholarships/sitaram-jindal-foundation-scholarship/last-date,9,546,1.65%,6.69
https://www.indiascholarships.in/scholarships/manipur-state-merit-scholarship,9,525,1.71%,6.43
https://www.indiascholarships.in/scholarships-for/3b,9,520,1.73%,5.97
https://www.indiascholarships.in/scholarships-level/class-1-to-class-10,9,491,1.83%,7.57
https://www.indiascholarships.in/scholarships/gujarat-post-matric-scholarship-for-scst/apply-online,9,422,2.13%,5.99
https://www.indiascholarships.in/scholarships/meghalaya-chief-minister-scholarship-scheme-cmss/last-date,9,382,2.36%,5.9
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-odisha/selection-process,9,349,2.58%,6.72
https://www.indiascholarships.in/scholarships/chief-minister-gyan-protsahan-yojana,9,270,3.33%,4.89
https://www.indiascholarships.in/scholarships/teach-for-india-fellowship,9,260,3.46%,7.33
https://www.indiascholarships.in/scholarships/lila-poonawalla-foundation-scholarship/last-date,9,218,4.13%,5.74
https://www.indiascholarships.in/scholarships/punjab-educational-endowment-fund-peef,8,2883,0.28%,8.02
https://www.indiascholarships.in/scholarships/uchcha-shiksha-protsahan-chhatravriti-yojana,8,1433,0.56%,6.65
https://www.indiascholarships.in/scholarships-in/chhattisgarh,8,1427,0.56%,8.14
https://www.indiascholarships.in/scholarships-income/1-2.5l,8,1112,0.72%,6.34
https://www.indiascholarships.in/scholarships/merit-cum-means-scholarship-for-minorities-professional-and-technical-courses-central,8,1036,0.77%,6.12
https://www.indiascholarships.in/scholarships/mukhyamantri-jan-kalyan-shiksha-protsahan-yojana/apply-online,8,971,0.82%,6.65
https://www.indiascholarships.in/scholarships-for/disability,8,726,1.1%,11.7
https://www.indiascholarships.in/scholarships/uttarakhand-state-merit-scholarship,8,723,1.11%,6.66
https://www.indiascholarships.in/scholarships/sant-sohirobanath-ambiye-bursary-scheme,8,671,1.19%,8.41
https://www.indiascholarships.in/scholarships/swami-vivekananda-merit-cum-means-scholarship-svmcm/renewal-process,8,667,1.2%,7.15
https://www.indiascholarships.in/scholarships/ssp-pre-matric-post-matric-scholarship-karnataka/renewal-process,8,660,1.21%,5.74
https://www.indiascholarships.in/scholarships/kanyashree-prakalpa-scheme-west-bengal/documents-required,8,583,1.37%,5.38
https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/apply-online,8,537,1.49%,8.06
https://www.indiascholarships.in/scholarships/delhi-post-matric-scholarship-for-sc-students,8,491,1.63%,6.38
https://www.indiascholarships.in/scholarships/mukhyamantri-kanya-utthan-yojana-graduation/last-date,8,412,1.94%,4.67
https://www.indiascholarships.in/scholarships/mukhyamantri-medhavi-vidyarthi-yojana-mmvy/apply-online,8,412,1.94%,5.39
https://www.indiascholarships.in/scholarships/sikshashree-scholarship-scheme-west-bengal/documents-required,8,377,2.12%,5.88
https://www.indiascholarships.in/scholarships/tamil-pudhalvan-scheme,8,327,2.45%,4.87
https://www.indiascholarships.in/scholarships/e-grantz-kerala-scstoecobc-support/last-date,8,317,2.52%,4.71
https://www.indiascholarships.in/scholarships-in/dadra-and-nagar-haveli-and-daman,8,247,3.24%,5.45
https://www.indiascholarships.in/scholarships/west-bengal-post-matric-scholarship-for-scstobc/apply-online,8,244,3.28%,6.59
https://www.indiascholarships.in/scholarships/tripura-state-merit-scholarship,8,187,4.28%,6.62
https://www.indiascholarships.in/scholarships/aikyashree-pre-matric-scholarship-for-minorities-west-bengal/renewal-process,8,177,4.52%,5.32
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-obc,7,1396,0.5%,4.77
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-st-students-west-bengal/apply-online,7,1318,0.53%,5.58
https://www.indiascholarships.in/scholarships/mahadbt-post-matric-scholarship-maharashtra/apply-online,7,1204,0.58%,7.91
https://www.indiascholarships.in/scholarships-for/scheduled-tribe,7,960,0.73%,8.37
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-scst/last-date,7,895,0.78%,6.42
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-chandigarh,7,880,0.8%,6.86
https://www.indiascholarships.in/scholarships-income/2.5-5l,7,820,0.85%,5.52
https://www.indiascholarships.in/scholarships-level/phd,7,698,1%,28.04
https://www.indiascholarships.in/scholarships/devnarayan-girls-student-incentive-scooty-distribution-scheme,7,571,1.23%,6.14
https://www.indiascholarships.in/scholarships/kali-bai-bhil-meritorious-girls-scooty-scheme/documents-required,7,500,1.4%,5.51
https://www.indiascholarships.in/scholarships-by-course/arts,7,467,1.5%,9.66
https://www.indiascholarships.in/scholarships/lakshadweep-scholarship-scheme,7,459,1.53%,6.53
https://www.indiascholarships.in/scholarships/marang-gomke-jaipal-singh-munda-overseas-scholarship,7,424,1.65%,7.46
https://www.indiascholarships.in/scholarships/delhi-post-matric-scholarship-for-obc-students,7,410,1.71%,5.94
https://www.indiascholarships.in/scholarships/banishree-scholarship-odisha/apply-online,7,390,1.79%,7.15
https://www.indiascholarships.in/scholarships/kerala-kscste-prathibha-scholarship/last-date,7,369,1.9%,6.78
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-odisha/last-date,7,349,2.01%,6.2
https://www.indiascholarships.in/scholarships/nec-merit-scholarship/last-date,7,332,2.11%,6.35
https://www.indiascholarships.in/scholarships/vidyasaarathi-scholarship-csr-programs/last-date,7,305,2.3%,6.91
https://www.indiascholarships.in/scholarships/talliki-vandanam-scheme-ap/documents-required,7,236,2.97%,5.08
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-karnataka/apply-online,7,185,3.78%,5.71
https://www.indiascholarships.in/scholarships/chief-minister-s-merit-scholarship-scheme/apply-online,7,170,4.12%,5.53
https://www.indiascholarships.in/scholarships/gujarat-food-bill-assistance-for-medical-engineering-hostellers/apply-online,7,143,4.9%,4.67
https://www.indiascholarships.in/scholarships/pre-matric-sc-students-karnataka/apply-online,7,134,5.22%,8.31
https://www.indiascholarships.in/scholarships/sudakshya-scheme-for-girls-itipolyechnic,6,3981,0.15%,6.37
https://www.indiascholarships.in/scholarships/mahadbt-post-matric-scholarship-maharashtra,6,3014,0.2%,13.54
https://www.indiascholarships.in/scholarships-for/other-backward-classes-category-1,6,1615,0.37%,7.02
https://www.indiascholarships.in/scholarships/pre-matric-scholarship-for-minorities-central-sector,6,1471,0.41%,7.87
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-st/last-date,6,1439,0.42%,6.5
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-st-students-west-bengal/last-date,6,880,0.68%,5.58
https://www.indiascholarships.in/scholarships/ssp-pre-matric-post-matric-scholarship-karnataka/income-limit,6,752,0.8%,6.25
https://www.indiascholarships.in/scholarships/noni-suraksha-yojana-cg/eligibility,6,569,1.05%,7.88
https://www.indiascholarships.in/scholarships-in/chandigarh,6,522,1.15%,9.33
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obc-students-karnataka/apply-online,6,513,1.17%,7.15
https://www.indiascholarships.in/scholarships/vidyasaarathi-scholarship-csr-programs/selection-process,6,496,1.21%,5.81
https://www.indiascholarships.in/scholarships/chief-minister-medhavi-yojana,6,490,1.22%,7.14
https://www.indiascholarships.in/scholarships-for/central-government,6,434,1.38%,8.66
https://www.indiascholarships.in/state-scholarships,6,428,1.4%,5.51
https://www.indiascholarships.in/scholarships/telangana-postmatric-sc/apply-online,6,387,1.55%,8.44
https://www.indiascholarships.in/scholarships/azim-premji-scholarship/selection-process,6,380,1.58%,7.14
https://www.indiascholarships.in/scholarships/kanyashree-prakalpa-scheme-west-bengal/renewal-process,6,375,1.6%,4.5
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-st/apply-online,6,341,1.76%,7.24
https://www.indiascholarships.in/scholarships/gujarat-post-matric-scholarship-for-scst/eligibility,6,340,1.76%,5.52
https://www.indiascholarships.in/scholarships/meghalaya-chief-minister-scholarship-scheme-cmss/apply-online,6,313,1.92%,7.18
https://www.indiascholarships.in/scholarships/nmms-scholarship-karnataka/last-date,6,265,2.26%,4.85
https://www.indiascholarships.in/scholarships/punjab-chief-minister-scholarship-scheme/eligibility,6,255,2.35%,4.24
https://www.indiascholarships.in/scholarships/pm-yashasvi-scholarship/renewal-process,6,245,2.45%,5.63
https://www.indiascholarships.in/scholarships/tamil-nadu-higher-education-special-scholarship-for-scst-hostellers,6,186,3.23%,5
https://www.indiascholarships.in/scholarships/punjab-post-matric-scholarship-for-obc-bc-students/apply-online,6,176,3.41%,4.71
https://www.indiascholarships.in/scholarships/pre-matric-scholarship-for-sc-students-odisha/apply-online,6,170,3.53%,5.24
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obcsebc-students-odisha/apply-online,6,144,4.17%,3.29
https://www.indiascholarships.in/scholarships/pudhumai-penn-scheme-tamil-nadu/last-date,6,127,4.72%,4.75
https://www.indiascholarships.in/scholarships/sitaram-jindal-foundation-scholarship/renewal-process,6,114,5.26%,5.46
https://www.indiascholarships.in/scholarships/scholarship-for-differently-abled-students/apply-online,6,84,7.14%,4.48
https://www.indiascholarships.in/scholarships/mukhyamantri-jan-kalyan-shiksha-protsahan-yojana/documents-required,5,3385,0.15%,8.18
https://www.indiascholarships.in/scholarships-for/sc-st-vjnt-obc-sbc-ebc,5,1788,0.28%,7
https://www.indiascholarships.in/scholarships/swami-vivekananda-merit-cum-means-scholarship-svmcm/documents-required,5,1523,0.33%,6.02
https://www.indiascholarships.in/scholarships-in/meghalaya,5,1359,0.37%,8.43
https://www.indiascholarships.in/scholarships/kanyashree-prakalpa-scheme-west-bengal/eligibility,5,682,0.73%,5.37
https://www.indiascholarships.in/scholarships-level/post-graduate,5,674,0.74%,28.34
https://www.indiascholarships.in/scholarships-level/post-matric,5,634,0.79%,19
https://www.indiascholarships.in/scholarships/digital-gujarat-post-matric-scholarship-for-st-students/apply-online,5,575,0.87%,7.86
https://www.indiascholarships.in/scholarships/azim-premji-scholarship/renewal-process,5,559,0.89%,5.37
https://www.indiascholarships.in/scholarships/colgate-keep-india-smiling-scholarship,5,520,0.96%,6.61
https://www.indiascholarships.in/scholarships/nmms-scholarship-karnataka/documents-required,5,367,1.36%,6.69
https://www.indiascholarships.in/scholarships/nmms-scholarship-maharashtra/last-date,5,356,1.4%,6.57
https://www.indiascholarships.in/scholarships/sitaram-jindal-foundation-scholarship/documents-required,5,348,1.44%,6.33
https://www.indiascholarships.in/scholarships/district-merit-scholarship-dms-kerala/apply-online,5,320,1.56%,6.26
https://www.indiascholarships.in/scholarships/noni-suraksha-yojana-cg,5,280,1.79%,5.89
https://www.indiascholarships.in/scholarships/lic-golden-jubilee-scholarship/apply-online,5,280,1.79%,9.75
https://www.indiascholarships.in/scholarships/andhra-pradesh-jagananna-vidya-deevena/apply-online,5,247,2.02%,7.12
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-for-st-students/apply-online,5,243,2.06%,7.02
https://www.indiascholarships.in/scholarships/foundation-for-excellence-ffe-scholarship/renewal-process,5,241,2.07%,5.7
https://www.indiascholarships.in/scholarships/ambedkar-overseas-vidya-nidhi-scst/apply-online,5,235,2.13%,7.04
https://www.indiascholarships.in/scholarships/trti-scholarship-maharashtra-st/documents-required,5,224,2.23%,7.03
https://www.indiascholarships.in/scholarships-for/daily-wage-laborers,5,214,2.34%,4.5
https://www.indiascholarships.in/scholarships/mukhyamantri-kanya-utthan-yojana-graduation/documents-required,5,206,2.43%,5.32
https://www.indiascholarships.in/scholarships/jagananna-vidya-deevena-fees-reimbursement/last-date,5,203,2.46%,3.29
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-sc-students/income-limit,5,179,2.79%,4.58
https://www.indiascholarships.in/scholarships/pudhumai-penn-scheme-tamil-nadu/eligibility,5,123,4.07%,6.04
https://www.indiascholarships.in/scholarships/trti-scholarship-maharashtra-st/eligibility,5,70,7.14%,4.34
https://www.indiascholarships.in/scholarships/narotam-sekhsaria-postgraduate-scholarship,4,1705,0.23%,9
https://www.indiascholarships.in/scholarships/up-pre-matric-scholarship,4,1662,0.24%,6.75
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-sc/last-date,4,1269,0.32%,6.89
https://www.indiascholarships.in/scholarships-for/general,4,1019,0.39%,7.16
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-bcebc/last-date,4,856,0.47%,4.98
https://www.indiascholarships.in/scholarships/pre-matric-post-matric-scholarships-ssp,4,587,0.68%,7.72
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-obc-students/income-limit,4,570,0.7%,5.53
https://www.indiascholarships.in/scholarships/jagananna-vidya-deevena-fees-reimbursement/eligibility,4,522,0.77%,4.37
https://www.indiascholarships.in/scholarships/minority-scholarship-pre-matric,4,503,0.8%,8.12
https://www.indiascholarships.in/scholarships/chhattisgarh-post-matric-scholarship-obc,4,475,0.84%,4.64
https://www.indiascholarships.in/scholarships-by-course/medical,4,403,0.99%,9.1
https://www.indiascholarships.in/scholarships/swami-vivekananda-merit-cum-means-scholarship-svmcm/selection-process,4,399,1%,5.47
https://www.indiascholarships.in/scholarships/pm-yasasvi-post-matric-scholarship-manipur/apply-online,4,350,1.14%,7.81
https://www.indiascholarships.in/scholarships-for/dnc,4,325,1.23%,6.59
https://www.indiascholarships.in/scholarships-in/puducherry,4,316,1.27%,8.2
https://www.indiascholarships.in/scholarships-level/class-11-to-phd,4,314,1.27%,5.39
https://www.indiascholarships.in/scholarships/punjab-post-matric-scholarship-for-scbc-students/income-limit,4,312,1.28%,5.17
https://www.indiascholarships.in/scholarships/nagaland-state-merit-scholarship/apply-online,4,306,1.31%,7.51
https://www.indiascholarships.in/scholarships/jharkhand-e-kalyan-post-matric-scholarship/apply-online,4,303,1.32%,5.88
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-karnataka/last-date,4,293,1.37%,5.95
https://www.indiascholarships.in/scholarships/siemens-scholarship-program,4,242,1.65%,7.43
https://www.indiascholarships.in/scholarships/pmss-for-railway-protection-force-rpfrpsf,4,240,1.67%,8.02
https://www.indiascholarships.in/scholarships/kali-bai-bhil-meritorious-girls-scooty-scheme/last-date,4,237,1.69%,4.69
https://www.indiascholarships.in/scholarships/legacy-nabanna-scholarship,4,217,1.84%,6.4
https://www.indiascholarships.in/scholarships/gujarat-food-bill-assistance-for-medical-engineering-hostellers,4,212,1.89%,4.67
https://www.indiascholarships.in/scholarships/gujarat-post-matric-scholarship-for-obc/documents-required,4,194,2.06%,5.2
https://www.indiascholarships.in/scholarships-in/andaman-and-nicobar-islands,4,193,2.07%,6.92
https://www.indiascholarships.in/scholarships/minority-welfare-scholarship-pre-matric,4,193,2.07%,7.42
https://www.indiascholarships.in/scholarships/colgate-keep-india-smiling-scholarship/last-date,4,186,2.15%,8.06
https://www.indiascholarships.in/scholarships/sanchi-honnamma-scholarship-karnataka/apply-online,4,178,2.25%,6.88
https://www.indiascholarships.in/scholarships/pre-matric-sc-students-karnataka/last-date,4,177,2.26%,7.88
https://www.indiascholarships.in/scholarships-for/sc-st-oec-obc-kpcr,4,155,2.58%,6.21
https://www.indiascholarships.in/scholarships/kali-bai-bhil-meritorious-girls-scooty-scheme/apply-online,4,147,2.72%,6.76
https://www.indiascholarships.in/scholarships/krishi-vidya-nidhi-yojana-odisha/renewal-process,4,144,2.78%,5.92
https://www.indiascholarships.in/scholarships/aikyashree-merit-cum-means-scholarship-for-minorities-west-bengal/apply-online,4,127,3.15%,7.72
https://www.indiascholarships.in/scholarships/punjab-post-matric-scholarship-for-sc-students/last-date,4,111,3.6%,4.32
https://www.indiascholarships.in/scholarships/mukhyamantri-medhavriti-yojana/last-date,4,105,3.81%,4.51
https://www.indiascholarships.in/scholarships/chhattisgarh-bpl-scholarship-for-college-students/apply-online,4,94,4.26%,8
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-st-students-west-bengal/eligibility,4,84,4.76%,5.85
https://www.indiascholarships.in/scholarships/dr-hargobind-khurana-scholarship-scheme/eligibility,4,61,6.56%,4.15
https://www.indiascholarships.in/scholarships/pre-matric-obc-students-karnataka/last-date,4,58,6.9%,4.52
https://www.indiascholarships.in/scholarships/godrej-scholarship-csr-initiatives,4,46,8.7%,6.54
https://www.indiascholarships.in/scholarships/glow-lovely-careers-scholarship-for-women/apply-online,4,15,26.67%,8.07
https://www.indiascholarships.in/scholarships/glow-lovely-careers-scholarship-for-women/selection-process,4,14,28.57%,6.79
https://www.indiascholarships.in/scholarships/swami-vivekananda-merit-cum-means-scholarship-svmcm/eligibility,3,1258,0.24%,6.55
https://www.indiascholarships.in/scholarships/bihar-student-credit-card-education-support-scheme,3,1208,0.25%,6.83
https://www.indiascholarships.in/scholarships/post-matric-merit-scholarship-pmms-mizoram,3,1123,0.27%,10.69
https://www.indiascholarships.in/scholarships/boc-scholarship-nirman-shramik-kalyan-yojana-odisha/last-date,3,993,0.3%,6.91
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-for-sc-students/last-date,3,923,0.33%,5.98
https://www.indiascholarships.in/scholarships/mp-taas-post-matric-scholarship-scstobc/income-limit,3,866,0.35%,4.8
https://www.indiascholarships.in/scholarships/jharkhand-e-kalyan-post-matric-scholarship/selection-process,3,836,0.36%,6.97
https://www.indiascholarships.in/scholarships-in/jammu-and-kashmir,3,785,0.38%,9.06
https://www.indiascholarships.in/scholarships/jagananna-vidya-deevena-ap/income-limit,3,636,0.47%,3.68
https://www.indiascholarships.in/scholarships/bharti-airtel-scholarship-program/documents-required,3,635,0.47%,6.62
https://www.indiascholarships.in/scholarships/maharashtra-rajarshi-shahu/last-date,3,592,0.51%,5.97
https://www.indiascholarships.in/scholarships/pm-yasasvi-post-matric-scholarship-dnh-dd,3,580,0.52%,7.79
https://www.indiascholarships.in/scholarships/chhattisgarh-post-matric-scholarship-st,3,556,0.54%,5.42
https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/last-date,3,483,0.62%,7.17
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-karnataka/income-limit,3,454,0.66%,4.18
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-bcebc/income-limit,3,429,0.7%,4.5
https://www.indiascholarships.in/scholarships/dr-ambedkar-medhavi-chhattar-sansodhit-yojana/last-date,3,409,0.73%,6.01
https://www.indiascholarships.in/scholarships-for/2a,3,404,0.74%,4.33
https://www.indiascholarships.in/scholarships/krishi-vidya-nidhi-yojana-odisha/last-date,3,388,0.77%,5.89
https://www.indiascholarships.in/scholarships/mukhyamantri-yuva-swavalamban-yojana-mysy/documents-required,3,386,0.78%,7.1
https://www.indiascholarships.in/scholarships-for/3a,3,374,0.8%,6.7
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-st-students-karnataka/income-limit,3,354,0.85%,3.37
https://www.indiascholarships.in/scholarships/inspire-scholarship-for-higher-education-she/last-date,3,334,0.9%,6.69
https://www.indiascholarships.in/scholarships/maharashtra-postmatric-obc/apply-online,3,330,0.91%,8.29
https://www.indiascholarships.in/scholarships/maharashtra-ebc-postmatric/documents-required,3,311,0.96%,6.52
https://www.indiascholarships.in/scholarships/colgate-keep-india-smiling-scholarship/eligibility,3,268,1.12%,6.91
https://www.indiascholarships.in/scholarships/aditya-birla-scholarship-programme/last-date,3,251,1.2%,5.86
https://www.indiascholarships.in/scholarships/pre-matric-scholarship-obc-sbc-ebc/apply-online,3,231,1.3%,7.28
https://www.indiascholarships.in/scholarships/mukhyamantri-medhavi-vidyarthi-yojana-mmvy/last-date,3,224,1.34%,4.17
https://www.indiascholarships.in/scholarships/dr-ambedkar-medhavi-chhattar-sansodhit-yojana/selection-process,3,219,1.37%,5.88
https://www.indiascholarships.in/scholarships-in/himachal-pradesh,3,216,1.39%,8.72
https://www.indiascholarships.in/scholarships/maharashtra-postmatric-obc/last-date,3,211,1.42%,6.09
https://www.indiascholarships.in/scholarships/telangana-postmatric-sc/last-date,3,203,1.48%,5.43
https://www.indiascholarships.in/scholarships/sitaram-jindal-foundation-scholarship/eligibility,3,198,1.52%,6.25
https://www.indiascholarships.in/scholarships/pre-matric-st-students-karnataka/last-date,3,193,1.55%,7.98
https://www.indiascholarships.in/scholarships/kerala-kscste-prathibha-scholarship/apply-online,3,192,1.56%,8.07
https://www.indiascholarships.in/scholarships/lila-poonawalla-foundation-scholarship/selection-process,3,184,1.63%,7.02
https://www.indiascholarships.in/scholarships/ugc-junior-research-fellowship-jrf/documents-required,3,183,1.64%,6.74
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/selection-process,3,179,1.68%,6.19
https://www.indiascholarships.in/scholarships/oasis-pre-matric-scholarship-for-sc-students-west-bengal/apply-online,3,169,1.78%,8.7
https://www.indiascholarships.in/scholarships/lic-golden-jubilee-scholarship/renewal-process,3,168,1.79%,7.45
https://www.indiascholarships.in/scholarships/andhra-pradesh-jagananna-vidya-deevena/eligibility,3,162,1.85%,5.73
https://www.indiascholarships.in/scholarships/jagananna-vasathi-deevena-ap/last-date,3,155,1.94%,4.81
https://www.indiascholarships.in/scholarships/haryana-post-matric-scholarship-for-bcobc-students/apply-online,3,154,1.95%,5.95
https://www.indiascholarships.in/scholarships/minority-welfare-scholarship-pre-matric/apply-online,3,145,2.07%,6.79
https://www.indiascholarships.in/scholarships/tata-trusts-medical-and-healthcare-scholarship/eligibility,3,145,2.07%,9.61
https://www.indiascholarships.in/scholarships/mukhyamantri-jan-kalyan-shiksha-protsahan-yojana/renewal-process,3,140,2.14%,5.18
https://www.indiascholarships.in/scholarships/pre-matric-sc-students-karnataka/income-limit,3,136,2.21%,4.43
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obcsebc-students-odisha/income-limit,3,132,2.27%,4.8
https://www.indiascholarships.in/scholarships/haryana-kalpana-chawla-chhatravritti-yojna/last-date,3,132,2.27%,6.77
https://www.indiascholarships.in/scholarships/chief-minister-higher-education-scholarship-rajasthan/income-limit,3,129,2.33%,5.06
https://www.indiascholarships.in/scholarships/pm-yasasvi-post-matric-scholarship-manipur/last-date,3,124,2.42%,6.01
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-obc-students/documents-required,3,114,2.63%,6.5
https://www.indiascholarships.in/scholarships/aicte-saksham-scholarship-for-students-with-disabilities/apply-online,3,106,2.83%,8.5
https://www.indiascholarships.in/scholarships/aikyashree-post-matric-scholarship-for-minorities-west-bengal/documents-required,3,94,3.19%,5
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-obc/renewal-process,3,91,3.3%,4.32
https://www.indiascholarships.in/scholarships/andhra-pradesh-ntr-vidyonnathi/apply-online,3,81,3.7%,7.32
https://www.indiascholarships.in/scholarships/talliki-vandanam-scheme-ap/income-limit,3,80,3.75%,7.06
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-sc-students/eligibility,3,77,3.9%,3.19
