Top pages,Clicks,Impressions,CTR,Position
https://www.indiascholarships.in/scholarships/pre-matric-sc-students-karnataka/documents-required,3,71,4.23%,5.14
https://www.indiascholarships.in/scholarships/andhra-pradesh-minority-welfare/eligibility,3,71,4.23%,5.89
https://www.indiascholarships.in/scholarships/atul-maheshwari-scholarship/eligibility,3,70,4.29%,5.61
https://www.indiascholarships.in/scholarships/pudhumai-penn-scheme-tamil-nadu/documents-required,3,68,4.41%,3.72
https://www.indiascholarships.in/scholarships/merit-cum-means-scholarship-for-minorities-professional-and-technical-courses-central/apply-online,3,67,4.48%,5.82
https://www.indiascholarships.in/scholarships/andaman-nicobar-administration-merit-scholarship,3,66,4.55%,5.48
https://www.indiascholarships.in/scholarships/gujarat-food-bill-assistance-for-medical-engineering-hostellers/last-date,3,64,4.69%,5.05
https://www.indiascholarships.in/scholarships/minority-scholarship-pre-matric/selection-process,3,63,4.76%,7.73
https://www.indiascholarships.in/scholarships/pre-matric-minorities-karnataka/apply-online,3,53,5.66%,5.57
https://www.indiascholarships.in/scholarships/aicte-swanath-scholarship-scheme/documents-required,3,53,5.66%,6.87
https://www.indiascholarships.in/scholarships/kerala-ch-mohammed-koya-scholarship/apply-online,3,52,5.77%,7.21
https://www.indiascholarships.in/scholarships/tamil-nadu-higher-education-special-scholarship-for-scst-hostellers/selection-process,3,45,6.67%,8.62
https://www.indiascholarships.in/scholarships/gujarat-post-matric-scholarship-for-obc/apply-online,3,44,6.82%,5.34
https://www.indiascholarships.in/scholarships/merit-cum-means-mcm-scholarship-for-minorities-professional-and-technical-courses-karnataka/selection-process,3,44,6.82%,5.73
https://www.indiascholarships.in/scholarships/scholarship-for-differently-abled-students,3,40,7.5%,6.75
https://www.indiascholarships.in/scholarships/andhra-pradesh-minority-welfare/apply-online,3,32,9.38%,6.5
https://www.indiascholarships.in/scholarships/tamil-pudhalvan-scheme/apply-online,3,22,13.64%,4.59
https://www.indiascholarships.in/scholarships/pre-matric-st-students-karnataka/apply-online,3,16,18.75%,5.88
https://www.indiascholarships.in/scholarships/legacy-ssp-post-matric-scholarship-state-scholarship-portal/apply-online,2,6098,0.03%,6.19
https://www.indiascholarships.in/scholarships/ssp-pre-matric-post-matric-scholarship-karnataka/documents-required,2,1084,0.18%,7.26
https://www.indiascholarships.in/scholarships/pm-yashasvi-scholarship/eligibility,2,663,0.3%,5.84
https://www.indiascholarships.in/scholarships-in/tripura,2,598,0.33%,9
https://www.indiascholarships.in/scholarships/mahadbt-post-matric-scholarship-maharashtra/eligibility,2,517,0.39%,7.16
https://www.indiascholarships.in/scholarships/nmms-scholarship-maharashtra/documents-required,2,489,0.41%,5.98
https://www.indiascholarships.in/scholarships/prime-minister-special-scholarship-scheme-sssjkl/eligibility,2,473,0.42%,7.36
https://www.indiascholarships.in/scholarships/jharkhand-e-kalyan-post-matric-scholarship/documents-required,2,449,0.45%,5.75
https://www.indiascholarships.in/scholarships/oasis-pre-matric-scholarship-for-obc-students-west-bengal/income-limit,2,417,0.48%,7.12
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-st-students/last-date,2,405,0.49%,5.59
https://www.indiascholarships.in/scholarships/national-means-cum-merit-scholarship/eligibility,2,396,0.51%,9.25
https://www.indiascholarships.in/scholarships/up-post-matric-intermediate-scholarship/income-limit,2,386,0.52%,4.52
https://www.indiascholarships.in/scholarships/nmms-scholarship-maharashtra/selection-process,2,385,0.52%,6.01
https://www.indiascholarships.in/scholarships/ishan-uday-special-scholarship-for-north-eastern-region/eligibility,2,360,0.56%,7.57
https://www.indiascholarships.in/scholarships-for/semi-nomadic-tribes-caste-must-be,2,339,0.59%,4.76
https://www.indiascholarships.in/scholarships/vidyasaarathi-scholarship-csr-programs/apply-online,2,332,0.6%,6.48
https://www.indiascholarships.in/scholarships/kali-bai-bhil-meritorious-girls-scooty-scheme/selection-process,2,316,0.63%,5.31
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-sc-students/last-date,2,311,0.64%,6.33
https://www.indiascholarships.in/scholarships/sbi-platinum-jubilee-asha-scholarship/apply-online,2,308,0.65%,9.76
https://www.indiascholarships.in/scholarships/nabanna-scholarship-west-bengal/last-date,2,298,0.67%,6.28
https://www.indiascholarships.in/scholarships/maharashtra-rajarshi-shahu/documents-required,2,282,0.71%,7.09
https://www.indiascholarships.in/scholarships/mukhyamantri-jan-kalyan-shiksha-protsahan-yojana/eligibility,2,280,0.71%,4.03
https://www.indiascholarships.in/scholarships/jagananna-vasathi-deevena-ap/apply-online,2,280,0.71%,7.26
https://www.indiascholarships.in/scholarships/uttarakhand-state-merit-scholarship/last-date,2,269,0.74%,6.31
https://www.indiascholarships.in/scholarships-by-course/science,2,263,0.76%,12.84
https://www.indiascholarships.in/scholarships/arunachal-pradesh-state-merit-scholarship/selection-process,2,262,0.76%,6.76
https://www.indiascholarships.in/scholarships/chief-minister-higher-education-scholarship-rajasthan/selection-process,2,259,0.77%,5.68
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-sc-students-west-bengal/last-date,2,257,0.78%,5.58
https://www.indiascholarships.in/scholarships/national-means-cum-merit-scholarship/income-limit,2,249,0.8%,5.01
https://www.indiascholarships.in/scholarships/nmms-scholarship-karnataka/selection-process,2,236,0.85%,6.53
https://www.indiascholarships.in/scholarships/ishan-uday-special-scholarship-for-north-eastern-region/documents-required,2,233,0.86%,7.21
https://www.indiascholarships.in/scholarships/sikshashree-scholarship-scheme-west-bengal/eligibility,2,231,0.87%,5.69
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-scst/eligibility,2,228,0.88%,3.43
https://www.indiascholarships.in/scholarships/tamil-pudhalvan-scheme/eligibility,2,213,0.94%,5.59
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-sc-students-west-bengal/documents-required,2,208,0.96%,6.15
https://www.indiascholarships.in/scholarships/hdfc-bank-parivartan-ecss-scholarship/documents-required,2,206,0.97%,4.39
https://www.indiascholarships.in/scholarships/junior-merit-scholarship,2,206,0.97%,4.85
https://www.indiascholarships.in/scholarships/minority-scholarship-pre-matric/last-date,2,204,0.98%,6.21
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-karnataka/documents-required,2,204,0.98%,6.33
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-bcebc/renewal-process,2,197,1.02%,5.86
https://www.indiascholarships.in/scholarships/nmms-scholarship-karnataka/renewal-process,2,195,1.03%,7.12
https://www.indiascholarships.in/scholarships/aditya-birla-scholarship-programme/eligibility,2,192,1.04%,7.27
https://www.indiascholarships.in/scholarships/telangana-postmatric-bc/renewal-process,2,192,1.04%,8.11
https://www.indiascholarships.in/scholarships/haryana-state-merit-scholarship/last-date,2,190,1.05%,5.91
https://www.indiascholarships.in/scholarships/minority-welfare-scholarship-pre-matric/last-date,2,189,1.06%,6.84
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-st-students/income-limit,2,184,1.09%,4.28
https://www.indiascholarships.in/scholarships/e-medhabruti-pg-merit-scholarship-odisha/last-date,2,182,1.1%,4.79
https://www.indiascholarships.in/scholarships/pre-matric-scholarship-obc-sbc-ebc,2,178,1.12%,6.74
https://www.indiascholarships.in/scholarships/district-merit-scholarship-dms-kerala/last-date,2,172,1.16%,6.52
https://www.indiascholarships.in/scholarships/telangana-postmatric-sc/income-limit,2,168,1.19%,5.27
https://www.indiascholarships.in/scholarships-for/scheduled-tribes,2,168,1.19%,11.47
https://www.indiascholarships.in/scholarships/tamil-nadu-post-matric-scholarship-for-scst/selection-process,2,164,1.22%,5.61
https://www.indiascholarships.in/scholarships/bharti-airtel-scholarship-program/selection-process,2,156,1.28%,6.88
https://www.indiascholarships.in/scholarships/punjab-post-matric-scholarship-for-scbc-students/documents-required,2,152,1.32%,4.13
https://www.indiascholarships.in/scholarships/nabanna-scholarship-west-bengal/apply-online,2,152,1.32%,4.24
https://www.indiascholarships.in/scholarships/haryana-state-merit-scholarship/apply-online,2,152,1.32%,6.39
https://www.indiascholarships.in/scholarships/lamp-fellowship,2,151,1.32%,6.68
https://www.indiascholarships.in/scholarships/reliance-foundation-phd-scholarship,2,151,1.32%,8.48
https://www.indiascholarships.in/scholarships/punjab-chief-minister-scholarship-scheme/apply-online,2,143,1.4%,4.53
https://www.indiascholarships.in/scholarships/aikyashree-post-matric-scholarship-for-minorities-west-bengal/apply-online,2,143,1.4%,6.44
https://www.indiascholarships.in/scholarships/marang-gomke-jaipal-singh-munda-overseas-scholarship/apply-online,2,143,1.4%,7.5
https://www.indiascholarships.in/scholarships/chief-minister-s-merit-scholarship-scheme/last-date,2,142,1.41%,6.17
https://www.indiascholarships.in/scholarships/andhra-pradesh-postmatric-bc/apply-online,2,142,1.41%,8.39
https://www.indiascholarships.in/scholarships/mp-vikramaditya-free-education-scheme/eligibility,2,128,1.56%,5.38
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-sc-students-west-bengal/apply-online,2,121,1.65%,10.83
https://www.indiascholarships.in/scholarships/rhodes-scholarship-india/documents-required,2,120,1.67%,7.03
https://www.indiascholarships.in/scholarships/sikkim-state-merit-scholarship/apply-online,2,120,1.67%,7.34
https://www.indiascholarships.in/scholarships/hdfc-bank-parivartan-ecss-scholarship/eligibility,2,118,1.69%,5.19
https://www.indiascholarships.in/scholarships/jai-bhim-mukhyamantri-pratibha-vikas-yojna/apply-online,2,116,1.72%,5.71
https://www.indiascholarships.in/scholarships/gopabandhu-sikhya-sahayata-yojana-odisha/documents-required,2,116,1.72%,7.1
https://www.indiascholarships.in/scholarships/chhattisgarh-post-matric-scholarship-st/apply-online,2,115,1.74%,9.04
https://www.indiascholarships.in/scholarships/e-medhabruti-ug-merit-scholarship-odisha/renewal-process,2,112,1.79%,5.04
https://www.indiascholarships.in/scholarships/gujarat-food-bill-assistance-for-medical-engineering-hostellers/income-limit,2,112,1.79%,6.38
https://www.indiascholarships.in/scholarships/minority-scholarship-pre-matric/eligibility,2,112,1.79%,6.86
https://www.indiascholarships.in/scholarships/faea-scholarship-for-undergraduate-studies/apply-online,2,110,1.82%,12.35
https://www.indiascholarships.in/scholarships/sanchi-honnamma-scholarship-karnataka/income-limit,2,109,1.83%,8.41
https://www.indiascholarships.in/scholarships/oasis-pre-matric-scholarship-for-obc-students-west-bengal/apply-online,2,106,1.89%,7.3
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-central-sector/apply-online,2,105,1.9%,9.89
https://www.indiascholarships.in/scholarships/national-overseas-scholarship-for-scst-students/last-date,2,101,1.98%,8.29
https://www.indiascholarships.in/scholarships/sandeepani-shishya-vethana-scholarship-karnataka-state-brahmin-development-board/apply-online,2,98,2.04%,4.97
https://www.indiascholarships.in/scholarships/punjab-attendance-scholarship-for-sc-girls,2,98,2.04%,6.08
https://www.indiascholarships.in/scholarships/maharashtra-ebc-postmatric/apply-online,2,98,2.04%,7.69
https://www.indiascholarships.in/scholarships/haryana-post-matric-scholarship-for-sc-students/income-limit,2,96,2.08%,5.54
https://www.indiascholarships.in/scholarships/reliance-foundation-undergraduate-scholarship/income-limit,2,95,2.11%,5.44
https://www.indiascholarships.in/scholarships/devnarayan-girls-student-incentive-scooty-distribution-scheme/last-date,2,92,2.17%,5.88
https://www.indiascholarships.in/scholarships/gujarat-post-matric-scholarship-for-obc/last-date,2,91,2.2%,5.74
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-scst/apply-online,2,90,2.22%,5.1
https://www.indiascholarships.in/scholarships/tripura-state-merit-scholarship/apply-online,2,86,2.33%,7.21
https://www.indiascholarships.in/scholarships/cm-education-promotion-scheme/apply-online,2,85,2.35%,6.6
https://www.indiascholarships.in/scholarships/andhra-pradesh-minority-welfare/documents-required,2,82,2.44%,7.87
https://www.indiascholarships.in/scholarships/central-sector-scholarship-kerala-applicants-via-dce/apply-online,2,81,2.47%,8.51
https://www.indiascholarships.in/scholarships/irdp-scholarship/income-limit,2,80,2.5%,3.31
https://www.indiascholarships.in/scholarships/digital-gujarat-post-matric-scholarship-for-st-students/eligibility,2,79,2.53%,3.91
https://www.indiascholarships.in/scholarships/up-post-matric-scholarship-dashmottar/selection-process,2,78,2.56%,6.79
https://www.indiascholarships.in/scholarships/kerala-kscste-prathibha-scholarship/eligibility,2,78,2.56%,7.28
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obcsebc-students-odisha/eligibility,2,76,2.63%,4.14
https://www.indiascholarships.in/scholarships/pre-matric-st-students-karnataka/income-limit,2,72,2.78%,5.83
https://www.indiascholarships.in/scholarships/colgate-keep-india-smiling-scholarship/selection-process,2,72,2.78%,9.53
https://www.indiascholarships.in/scholarships/junior-merit-scholarship/apply-online,2,69,2.9%,5.25
https://www.indiascholarships.in/scholarships/mp-vikramaditya-free-education-scheme/renewal-process,2,69,2.9%,6.65
https://www.indiascholarships.in/scholarships/bharti-airtel-scholarship-program/renewal-process,2,66,3.03%,6.36
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-sc-students/apply-online,2,65,3.08%,4.78
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-odisha/renewal-process,2,65,3.08%,5.06
https://www.indiascholarships.in/scholarships/pre-matric-pwdudid-karnataka/eligibility,2,63,3.17%,6.13
https://www.indiascholarships.in/scholarships/talliki-vandanam-scheme-ap/selection-process,2,63,3.17%,7.46
https://www.indiascholarships.in/scholarships/ambedkar-overseas-vidya-nidhi-scst/selection-process,2,61,3.28%,8.74
https://www.indiascholarships.in/scholarships/punjab-chief-minister-scholarship-scheme/documents-required,2,59,3.39%,4.37
https://www.indiascholarships.in/scholarships/pm-yasasvi-post-matric-scholarship-dnh-dd/renewal-process,2,52,3.85%,5.94
https://www.indiascholarships.in/scholarships/jagananna-vasathi-deevena-ap/selection-process,2,46,4.35%,2.7
https://www.indiascholarships.in/scholarships/lila-poonawalla-foundation-scholarship/income-limit,2,46,4.35%,6.91
https://www.indiascholarships.in/scholarships/kanya-saksharta-protsahan-yojana-cg/eligibility,2,45,4.44%,5.49
https://www.indiascholarships.in/scholarships/mahindra-all-india-talent-scholarship/eligibility,2,43,4.65%,5.49
https://www.indiascholarships.in/scholarships/bosch-csr-scholarship/apply-online,2,43,4.65%,6.42
https://www.indiascholarships.in/scholarships/telangana-postmatric-sc/selection-process,2,39,5.13%,5.56
https://www.indiascholarships.in/scholarships/ongc-scholarship-csr/documents-required,2,39,5.13%,9.03
https://www.indiascholarships.in/scholarships/trti-scholarship-maharashtra-st/selection-process,2,38,5.26%,6.16
https://www.indiascholarships.in/scholarships/colgate-keep-india-smiling-scholarship/apply-online,2,37,5.41%,5.57
https://www.indiascholarships.in/scholarships/delhi-post-matric-scholarship-for-sc-students/renewal-process,2,37,5.41%,8.7
https://www.indiascholarships.in/scholarships/gujarat-post-matric-scholarship-for-minorities/apply-online,2,33,6.06%,5.55
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-chandigarh/apply-online,2,32,6.25%,8.19
https://www.indiascholarships.in/scholarships/chief-minister-gyan-protsahan-yojana/apply-online,2,29,6.9%,8.41
https://www.indiascholarships.in/scholarships/mahindra-all-india-talent-scholarship/selection-process,2,26,7.69%,6.12
https://www.indiascholarships.in/scholarships/sanchi-honnamma-scholarship-karnataka/last-date,2,25,8%,4.84
https://www.indiascholarships.in/scholarships/arunachal-pradesh-state-merit-scholarship/renewal-process,2,23,8.7%,7.09
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-persons-with-disabilities-udid-karnataka/last-date,2,21,9.52%,5.05
https://www.indiascholarships.in/scholarships/tata-capital-pankh-scholarship/apply-online,2,20,10%,10.05
https://www.indiascholarships.in/scholarships/ladakh-ut-merit-scholarship/apply-online,2,18,11.11%,7.39
https://www.indiascholarships.in/scholarships/godrej-scholarship-csr-initiatives/last-date,2,15,13.33%,5.2
https://www.indiascholarships.in/scholarships/tamil-nadu-higher-education-special-scholarship-for-scst-hostellers/last-date,2,15,13.33%,8.8
https://www.indiascholarships.in/scholarships/chhattisgarh-bpl-scholarship-for-college-students/renewal-process,2,13,15.38%,4.62
https://www.indiascholarships.in/scholarships/godrej-scholarship-csr-initiatives/eligibility,2,12,16.67%,5
https://www.indiascholarships.in/scholarships/sanchi-honnamma-scholarship-karnataka/eligibility,2,11,18.18%,4.45
https://www.indiascholarships.in/scholarships/up-post-matric-intermediate-scholarship/documents-required,1,2777,0.04%,2.99
https://www.indiascholarships.in/scholarships/legacy-ssp-pre-matric-scholarship-state-scholarship-portal/eligibility,1,982,0.1%,6.9
https://www.indiascholarships.in/scholarships/sbi-platinum-jubilee-asha-scholarship-2025-26/last-date,1,942,0.11%,7.15
https://www.indiascholarships.in/scholarships/swami-vivekananda-merit-cum-means-scholarship-svmcm/income-limit,1,891,0.11%,6.43
https://www.indiascholarships.in/scholarships/nagaland-state-merit-scholarship/last-date,1,613,0.16%,7.26
https://www.indiascholarships.in/scholarships/sbi-platinum-jubilee-asha-scholarship/last-date,1,485,0.21%,7.57
https://www.indiascholarships.in/scholarships/azim-premji-scholarship/eligibility,1,475,0.21%,6.15
https://www.indiascholarships.in/scholarships/aicte-swanath-scholarship-scheme/last-date,1,466,0.21%,8.08
https://www.indiascholarships.in/scholarships/aicte-pragati-scholarship-for-girl-students/last-date,1,418,0.24%,8.17
https://www.indiascholarships.in/scholarships/e-grantz-kerala-scstoecobc-support/apply-online,1,410,0.24%,6.59
https://www.indiascholarships.in/scholarships/ssp-pre-matric-post-matric-scholarship-karnataka/selection-process,1,372,0.27%,6.27
https://www.indiascholarships.in/scholarships/jharkhand-e-kalyan-post-matric-scholarship/income-limit,1,349,0.29%,4.99
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/apply-online,1,346,0.29%,8.23
https://www.indiascholarships.in/scholarships/vidyasiri-food-and-accommodation-scholarship-for-obc-students-karnataka/eligibility,1,345,0.29%,7.07
https://www.indiascholarships.in/scholarships/mahadbt-post-matric-scholarship-maharashtra/last-date,1,336,0.3%,7.72
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-minorities-karnataka/last-date,1,324,0.31%,7.18
https://www.indiascholarships.in/scholarships/aicte-swanath-scholarship-scheme/eligibility,1,318,0.31%,8.34
https://www.indiascholarships.in/scholarships/oasis-pre-matric-scholarship-for-sc-students-west-bengal/income-limit,1,317,0.32%,6.34
https://www.indiascholarships.in/scholarships/maharashtra-goi-post-matric-scholarship-for-sc/documents-required,1,305,0.33%,4.83
https://www.indiascholarships.in/scholarships/boc-scholarship-nirman-shramik-kalyan-yojana-odisha/eligibility,1,297,0.34%,7.37
https://www.indiascholarships.in/scholarships/chief-minister-higher-education-scholarship-rajasthan/eligibility,1,290,0.34%,4.18
https://www.indiascholarships.in/scholarships/central-sector-scheme-of-scholarship-for-college-and-university-students/apply-online,1,288,0.35%,10.05
https://www.indiascholarships.in/scholarships/sikshashree-scholarship-scheme-west-bengal/income-limit,1,286,0.35%,6.82
https://www.indiascholarships.in/scholarships-in/lakshadweep,1,284,0.35%,8.14
https://www.indiascholarships.in/scholarships/mukhyamantri-medhavi-vidyarthi-yojana-mmvy/selection-process,1,283,0.35%,6.51
https://www.indiascholarships.in/scholarships-for/scheduled-castes,1,278,0.36%,12.38
https://www.indiascholarships.in/scholarships/jagananna-vasathi-deevena/selection-process,1,273,0.37%,4.11
https://www.indiascholarships.in/scholarships/pm-scholarship-scheme-railways/last-date,1,269,0.37%,6.52
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-for-sc-students/eligibility,1,262,0.38%,4.27
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-for-st-students/last-date,1,258,0.39%,4.97
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-obc/income-limit,1,249,0.4%,5.06
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-obc/eligibility,1,243,0.41%,4.36
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-scst/income-limit,1,240,0.42%,5.58
https://www.indiascholarships.in/scholarships/ongc-scholarship-csr/apply-online,1,240,0.42%,8.19
https://www.indiascholarships.in/scholarships/bihar-student-credit-card-education-support-scheme/documents-required,1,231,0.43%,6.74
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-obc/last-date,1,223,0.45%,5.7
https://www.indiascholarships.in/scholarships/up-post-matric-scholarship-dashmottar/last-date,1,222,0.45%,7.16
https://www.indiascholarships.in/scholarships/kotak-kanya-scholarship/eligibility,1,212,0.47%,4.59
https://www.indiascholarships.in/scholarships-for/other-backward-classes-categories-1,1,212,0.47%,9.09
https://www.indiascholarships.in/scholarships/aicte-pragati-scholarship-for-girl-students/documents-required,1,210,0.48%,7.84
https://www.indiascholarships.in/scholarships/pm-yashasvi-scholarship/income-limit,1,205,0.49%,4.63
https://www.indiascholarships.in/scholarships/haryana-post-matric-scholarship-for-bcobc-students/last-date,1,203,0.49%,4.44
https://www.indiascholarships.in/scholarships/haryana-kalpana-chawla-chhatravritti-yojna,1,198,0.51%,6.67
https://www.indiascholarships.in/scholarships/foundation-for-excellence-ffe-scholarship/selection-process,1,197,0.51%,8.33
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-ewsgeneral-category-karnataka/income-limit,1,194,0.52%,5.75
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-obc-students/eligibility,1,188,0.53%,4.14
https://www.indiascholarships.in/scholarships/additional-scholarship-for-st-students-andaman-nicobar,1,187,0.53%,6.83
https://www.indiascholarships.in/scholarships/up-post-matric-intermediate-scholarship/renewal-process,1,183,0.55%,6.78
https://www.indiascholarships.in/scholarships/lic-golden-jubilee-scholarship/last-date,1,181,0.55%,10.87
https://www.indiascholarships.in/scholarships/telangana-minority-welfare/renewal-process,1,178,0.56%,7.79
https://www.indiascholarships.in/scholarships/mukhyamantri-kanya-utthan-yojana-graduation/eligibility,1,176,0.57%,4.69
https://www.indiascholarships.in/scholarships/bharti-airtel-scholarship-program/income-limit,1,176,0.57%,5.17
https://www.indiascholarships.in/scholarships/hdfc-bank-parivartan-ecss-scholarship/last-date,1,176,0.57%,5.48
https://www.indiascholarships.in/scholarships/mp-pratibha-kiran-yojana/eligibility,1,173,0.58%,5.72
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-for-sc-students/income-limit,1,170,0.59%,4.06
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-st-students-west-bengal/income-limit,1,170,0.59%,6.47
https://www.indiascholarships.in/scholarships/merit-scholarship-for-scstobc-students-higher-ed/documents-required,1,168,0.6%,6.45
https://www.indiascholarships.in/scholarships/ugc-junior-research-fellowship-jrf/eligibility,1,166,0.6%,7.13
https://www.indiascholarships.in/scholarships/haryana-kalpana-chawla-chhatravritti-yojna/apply-online,1,166,0.6%,8.43
https://www.indiascholarships.in/scholarships-in/multiple-states,1,165,0.61%,4.96
https://www.indiascholarships.in/scholarships/legacy-nabanna-scholarship/eligibility,1,163,0.61%,7.75
https://www.indiascholarships.in/scholarships/kanyashree-prakalpa-scheme-west-bengal/income-limit,1,162,0.62%,5.57
https://www.indiascholarships.in/scholarships/central-sector-scholarship-kerala-applicants-via-dce,1,157,0.64%,7.04
https://www.indiascholarships.in/scholarships/hdfc-bank-parivartan-ecss-scholarship/selection-process,1,155,0.65%,6.01
https://www.indiascholarships.in/scholarships/telangana-minority-welfare/income-limit,1,155,0.65%,8.13
https://www.indiascholarships.in/scholarships/maharashtra-postmatric-obc/documents-required,1,152,0.66%,7.31
https://www.indiascholarships.in/scholarships/maharashtra-postmatric-obc/income-limit,1,151,0.66%,5.7
https://www.indiascholarships.in/scholarships/pre-matric-scholarship-for-st-students-odisha/apply-online,1,151,0.66%,8.5
https://www.indiascholarships.in/scholarships/jagananna-vasathi-deevena/apply-online,1,150,0.67%,4.77
https://www.indiascholarships.in/scholarships/prime-ministers-research-fellowship-pmrf/last-date,1,150,0.67%,6.37
https://www.indiascholarships.in/scholarships/jagananna-vidya-deevena-fees-reimbursement/income-limit,1,146,0.68%,3.61
https://www.indiascholarships.in/scholarships/sbi-platinum-jubilee-asha-scholarship-2025-26/selection-process,1,146,0.68%,6.47
https://www.indiascholarships.in/scholarships/savitribai-phule-pre-matric-scholarship-sc-girls/last-date,1,139,0.72%,5.71
https://www.indiascholarships.in/scholarships/top-class-education-scheme-for-sc-students/selection-process,1,137,0.73%,7.06
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-sc-students-west-bengal/income-limit,1,135,0.74%,6.63
https://www.indiascholarships.in/scholarships/legacy-nabanna-scholarship/last-date,1,134,0.75%,6.13
https://www.indiascholarships.in/scholarships/goa-dayanand-social-security-scheme-students,1,133,0.75%,8.42
https://www.indiascholarships.in/scholarships/kanya-saksharta-protsahan-yojana-cg,1,129,0.78%,6.68
https://www.indiascholarships.in/scholarships/kali-bai-bhil-meritorious-girls-scooty-scheme/eligibility,1,127,0.79%,4.16
https://www.indiascholarships.in/scholarships/siemens-scholarship-program/last-date,1,126,0.79%,4.07
https://www.indiascholarships.in/scholarships/sbi-platinum-jubilee-asha-scholarship/selection-process,1,124,0.81%,6.87
https://www.indiascholarships.in/scholarships/mukhyamantri-jan-kalyan-shiksha-protsahan-yojana/last-date,1,120,0.83%,4.12
https://www.indiascholarships.in/scholarships/reliance-foundation-postgraduate-scholarship/eligibility,1,120,0.83%,7.62
https://www.indiascholarships.in/scholarships/evr-nagammai-scholarship/apply-online,1,119,0.84%,5.98
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-sc-students-odisha/eligibility,1,118,0.85%,5.37
https://www.indiascholarships.in/scholarships-level/undergraduate,1,118,0.85%,25.25
https://www.indiascholarships.in/scholarships/oasis-post-matric-scholarship-for-sc-students-west-bengal/eligibility,1,112,0.89%,4.76
https://www.indiascholarships.in/scholarships/maharashtra-rajarshi-shahu/apply-online,1,112,0.89%,7.39
https://www.indiascholarships.in/scholarships/up-pre-matric-scholarship/eligibility,1,111,0.9%,6.46
https://www.indiascholarships.in/scholarships/nec-merit-scholarship/income-limit,1,106,0.94%,6.72
https://www.indiascholarships.in/scholarships/irdp-scholarship/documents-required,1,105,0.95%,4.16
https://www.indiascholarships.in/scholarships/rajasthan-post-matric-scholarship-st/documents-required,1,105,0.95%,4.93
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-st-students/documents-required,1,105,0.95%,5.74
https://www.indiascholarships.in/scholarships/mp-pratibha-kiran-yojana/documents-required,1,104,0.96%,4.6
https://www.indiascholarships.in/scholarships/meghalaya-merit-scholarship/apply-online,1,102,0.98%,7.37
https://www.indiascholarships.in/scholarships/mp-mptaas-post-matric-scholarship-for-st-students/eligibility,1,101,0.99%,4.99
https://www.indiascholarships.in/scholarships/dr-ambedkar-medhavi-chhattar-sansodhit-yojana/documents-required,1,101,0.99%,6.49
https://www.indiascholarships.in/scholarships/gujarat-post-matric-scholarship-for-obc/income-limit,1,98,1.02%,5.8
https://www.indiascholarships.in/scholarships/bihar-post-matric-scholarship-bcebc/selection-process,1,96,1.04%,5.82
https://www.indiascholarships.in/scholarships/oasis-pre-matric-scholarship-for-sc-students-west-bengal/last-date,1,96,1.04%,7.42
https://www.indiascholarships.in/scholarships/oasis-pre-matric-scholarship-for-obc-students-west-bengal/eligibility,1,90,1.11%,5.61
https://www.indiascholarships.in/scholarships/maharashtra-goi-post-matric-scholarship-for-sc/apply-online,1,90,1.11%,7
https://www.indiascholarships.in/scholarships/post-matric-scholarship-for-obcsebc-students-odisha/renewal-process,1,88,1.14%,3.56
https://www.indiascholarships.in/scholarships/haryana-state-merit-scholarship,1,88,1.14%,6.15
